71,1065,928626,25,0,0,23,68,0,445,413,439,0,0,0
72,1080,935919,25,0,0,23,68,0,444,412,439,0,0,0
73,1095,943184,25,0,0,23,68,0,445,412,439,0,0,0
74,1110,950500,26,0,0,23,69,0,445,412,439,0,0,0
75,1125,957779,26,0,0,23,69,0,445,412,439,0,0,0
76,1140,965040,26,0,0,23,69,0,446,412,440,0,0,0
77,1155,972342,26,0,0,23,70,0,447,412,440,0,0,0
78,1170,979619,26,0,0,23,70,0,447,412,441,0,0,0
79,1185,986916,26,0,0,23,71,0,447,412,442,0,0,0
80,1200,994167,26,0,0,23,71,0,448,412,441,0,0,0
81,1215,1001477,26,0,0,24,71,0,445,412,440,0,0,0
82,1230,1008769,26,0,0,24,71,0,446,412,440,0,0,0
83,1245,1016016,26,0,0,24,72,0,447,412,440,0,0,0
84,1260,1023289,26,0,0,24,72,0,447,412,441,0,0,0
85,1275,1030567,26,0,0,24,72,0,448,412,440,0,0,0
86,1290,1037910,26,0,0,24,72,0,449,412,440,0,0,0
87,1305,1045201,26,0,0,24,72,0,449,412,439,0,0,0
88,1320,1052469,27,0,0,24,72,0,448,412,439,0,0,0
89,1335,1059774,27,0,0,24,72,0,448,412,438,0,0,0
90,1350,1067052,27,0,0,24,73,0,448,416,436,0,0,0
91,1365,1074354,27,0,0,24,73,0,461,420,427,0,0,0
92,1380,1081650,26,0,0,24,70,0,448,412,419,0,0,0
93,1395,1088971,27,0,0,24,64,0,436,411,416,0,0,0
94,1410,1096251,27,0,0,24,60,0,432,407,413,0,0,0
95,1425,1103528,27,0,0,24,56,0,431,406,422,0,0,0
96,1440,1110866,27,0,0,24,55,0,431,409,441,0,0,0
97,1455,1118167,27,0,0,24,55,0,432,410,451,0,0,0
98,1470,1125421,27,0,0,24,54,0,452,410,445,0,0,0
99,1485,1132703,27,0,0,24,54,0,454,411,441,0,0,0
100,1500,1139999,27,0,0,24,54,0,452,412,439,0,0,0
101,1515,1147301,27,0,0,24,53,0,451,415,438,0,0,0
102,1530,1154576,27,0,0,24,53,0,451,418,438,0,0,0
103,1545,1161826,27,0,0,24,52,0,450,421,438,0,0,0
104,1560,1169146,27,0,0,24,52,0,449,424,438,0,0,0
105,1575,1176443,27,0,0,24,53,0,450,425,438,0,0,0
106,1590,1183723,27,0,0,24,52,0,449,427,438,0,0,0
107,1605,1191017,27,0,0,24,53,0,449,429,438,0,0,0
108,1620,1198334,27,0,0,24,54,0,448,431,438,0,0,0
109,1635,1205614,27,0,0,24,55,0,448,433,439,0,0,0
110,1650,1212913,27,0,0,24,55,0,449,435,439,0,0,0
111,1665,1220198,28,0,0,24,56,0,449,436,440,0,0,0
112,1680,1227504,28,0,0,24,57,0,449,438,440,0,0,0
113,1695,1234785,28,0,0,24,56,0,449,439,440,0,0,0
114,1710,1242034,28,0,0,24,55,0,449,441,441,0,0,0
115,1725,1249331,28,0,0,24,57,0,449,442,441,0,0,0
116,1740,1256690,28,0,0,24,57,0,449,443,441,0,0,0
117,1755,1263984,28,0,0,24,58,0,449,443,440,0,0,0
118,1770,1271267,28,0,0,24,56,0,448,444,440,0,0,0
119,1785,1278561,28,0,0,24,55,0,447,444,440,0,0,0
120,1800,1285878,28,0,0,24,55,0,447,445,441,0,0,0
121,1815,1293170,28,0,0,24,58,0,448,446,442,0,0,0
122,1830,1300448,29,0,0,24,59,0,448,448,442,0,0,0
123,1845,1307728,29,0,0,24,59,0,449,448,443,0,0,0
124,1860,1315020,29,0,0,24,58,0,449,449,443,0,0,0
125,1875,1322312,29,0,0,24,58,0,449,450,443,0,0,0
126,1890,1329597,29,0,0,24,57,0,449,451,444,0,0,0
127,1905,1336898,29,0,0,24,55,0,450,452,445,0,0,0
128,1920,1344199,29,0,0,25,55,0,451,452,444,0,0,0
129,1935,1351477,29,0,0,25,55,0,451,451,444,0,0,0
130,1950,1358763,29,0,0,25,54,0,450,451,443,0,0,0
131,1965,1366097,29,0,0,25,54,0,449,451,443,0,0,0
132,1980,1373407,29,0,0,25,52,0,449,452,444,0,0,0
133,1995,1380654,29,0,0,25,53,0,450,456,463,0,0,0
134,2010,1387923,29,0,0,25,54,0,459,457,459,0,0,0
135,2025,1395247,28,0,0,25,56,0,457,455,456,0,0,0
136,2040,1402541,28,0,0,25,56,0,454,454,453,0,0,0
137,2055,1409812,27,0,0,25,56,0,452,453,451,0,0,0
138,2070,1417092,27,0,0,25,55,0,451,452,448,0,0,0
139,2085,1424412,27,0,0,25,52,0,448,450,445,0,0,0
140,2100,1431702,27,0,0,25,49,0,447,456,445,0,0,0
141,2115,1439016,27,0,0,26,49,0,447,458,462,0,0,0
142,2130,1446296,28,0,0,26,51,0,450,460,462,0,0,0
143,2145,1453578,28,0,0,26,50,0,451,463,463,0,0,0
144,2160,1460869,28,0,0,26,52,0,456,466,464,0,0,0
145,2175,1468184,28,0,0,26,51,0,457,467,467,0,0,0
146,2190,1475479,28,0,0,26,53,0,460,468,469,0,0,0
147,2205,1482794,29,0,0,26,53,0,462,470,478,0,0,0
148,2220,1490074,29,0,0,26,53,0,464,471,475,0,0,0
