71,1065,928626,25.75,0,0,23,68,0,31.043947641312684,34.08243307355565,31.604498473986666,0,0,0
72,1080,935919,25.8125,0,0,23,68,0,31.13710387496218,34.17947376565314,31.604498473986666,0,0,0
73,1095,943184,25.9375,0,0,23,68,0,31.043947641312684,34.17947376565314,31.604498473986666,0,0,0
74,1110,950500,26.0,0,0,23,69,0,31.043947641312684,34.17947376565314,31.604498473986666,0,0,0
75,1125,957779,26.0625,0,0,23,69,0,31.043947641312684,34.17947376565314,31.604498473986666,0,0,0
76,1140,965040,26.125,0,0,23,69,0,30.95089682032784,34.17947376565314,31.51080133640602,0,0,0
77,1155,972342,26.25,0,0,23,70,0,30.857950499932087,34.17947376565314,31.51080133640602,0,0,0
78,1170,979619,26.3125,0,0,23,70,0,30.857950499932087,34.17947376565314,31.417214240495582,0,0,0
79,1185,986916,26.4375,0,0,23,71,0,30.857950499932087,34.17947376565314,31.32373625111552,0,0,0
80,1200,994167,26.5,0,0,23,71,0,30.76510777249473,34.17947376565314,31.417214240495582,0,0,0
81,1215,1001477,26.5625,0,0,24,71,0,31.043947641312684,34.17947376565314,31.51080133640602,0,0,0
82,1230,1008769,26.625,0,0,24,71,0,30.95089682032784,34.17947376565314,31.51080133640602,0,0,0
83,1245,1016016,26.6875,0,0,24,72,0,30.857950499932087,34.17947376565314,31.51080133640602,0,0,0
84,1260,1023289,26.75,0,0,24,72,0,30.857950499932087,34.17947376565314,31.417214240495582,0,0,0
85,1275,1030567,26.875,0,0,24,72,0,30.76510777249473,34.17947376565314,31.51080133640602,0,0,0
86,1290,1037910,26.875,0,0,24,72,0,30.67236773477555,34.17947376565314,31.51080133640602,0,0,0
87,1305,1045201,26.9375,0,0,24,72,0,30.67236773477555,34.17947376565314,31.604498473986666,0,0,0
88,1320,1052469,27.0,0,0,24,72,0,30.76510777249473,34.17947376565314,31.604498473986666,0,0,0
89,1335,1059774,27.0625,0,0,24,72,0,30.76510777249473,34.17947376565314,31.698306593161647,0,0,0
90,1350,1067052,27.0625,0,0,24,73,0,30.76510777249473,33.79213047878301,31.886259560265444,0,0,0
91,1365,1074354,27.0,0,0,24,73,0,29.567174061138303,33.40693232574222,32.737794475563305,0,0,0
92,1380,1081650,26.9375,0,0,24,70,0,30.76510777249473,34.17947376565314,33.50303448833506,0,0,0
93,1395,1088971,27.25,0,0,24,64,0,31.886259560265444,34.276652854775364,33.79213047878301,0,0,0
94,1410,1096251,27.375,0,0,24,60,0,32.26353917515581,34.66677528405802,34.08243307355565,0,0,0
95,1425,1103528,27.0,0,0,24,56,0,32.358150897698295,34.76466299519109,33.21511645010497,0,0,0
96,1440,1110866,27.0,0,0,24,55,0,32.358150897698295,34.471430630991165,31.417214240495582,0,0,0
97,1455,1118167,27.3125,0,0,24,55,0,32.26353917515581,34.37397144095718,30.487192137158615,0,0,0
98,1470,1125421,27.4375,0,0,24,54,0,30.39475479224791,34.37397144095718,31.043947641312684,0,0,0
99,1485,1132703,27.5625,0,0,24,54,0,30.210176579095275,34.276652854775364,31.417214240495582,0,0,0
100,1500,1139999,27.5,0,0,24,54,0,30.39475479224791,34.17947376565314,31.604498473986666,0,0,0
101,1515,1147301,27.625,0,0,24,53,0,30.487192137158615,33.888762513613585,31.698306593161647,0,0,0
102,1530,1154576,27.5625,0,0,24,53,0,30.487192137158615,33.59926753040753,31.698306593161647,0,0,0
103,1545,1161826,27.3125,0,0,24,52,0,30.579729487870566,33.31095999388691,31.698306593161647,0,0,0
104,1560,1169146,27.125,0,0,24,52,0,30.67236773477555,33.02381158606585,31.698306593161647,0,0,0
105,1575,1176443,27.4375,0,0,24,53,0,30.579729487870566,32.928348210230524,31.698306593161647,0,0,0
106,1590,1183723,27.5,0,0,24,52,0,30.67236773477555,32.737794475563305,31.698306593161647,0,0,0
107,1605,1191017,27.6875,0,0,24,53,0,30.67236773477555,32.54773136959716,31.698306593161647,0,0,0
108,1620,1198334,27.75,0,0,24,54,0,30.76510777249473,32.358150897698295,31.698306593161647,0,0,0
109,1635,1205614,27.8125,0,0,24,55,0,30.76510777249473,32.16904515263127,31.604498473986666,0,0,0
110,1650,1212913,27.875,0,0,24,55,0,30.67236773477555,31.980406312494267,31.604498473986666,0,0,0
111,1665,1220198,28.0625,0,0,24,56,0,30.67236773477555,31.886259560265444,31.51080133640602,0,0,0
112,1680,1227504,28.125,0,0,24,57,0,30.67236773477555,31.698306593161647,31.51080133640602,0,0,0
113,1695,1234785,28.25,0,0,24,56,0,30.67236773477555,31.604498473986666,31.51080133640602,0,0,0
114,1710,1242034,28.375,0,0,24,55,0,30.67236773477555,31.417214240495582,31.417214240495582,0,0,0
115,1725,1249331,28.5,0,0,24,57,0,30.67236773477555,31.32373625111552,31.417214240495582,0,0,0
116,1740,1256690,28.5,0,0,24,57,0,30.67236773477555,31.230366437852467,31.417214240495582,0,0,0
117,1755,1263984,28.5625,0,0,24,58,0,30.67236773477555,31.230366437852467,31.51080133640602,0,0,0
118,1770,1271267,28.6875,0,0,24,56,0,30.76510777249473,31.13710387496218,31.51080133640602,0,0,0
119,1785,1278561,28.5625,0,0,24,55,0,30.857950499932087,31.13710387496218,31.51080133640602,0,0,0
120,1800,1285878,28.75,0,0,24,55,0,30.857950499932087,31.043947641312684,31.417214240495582,0,0,0
121,1815,1293170,28.9375,0,0,24,58,0,30.76510777249473,30.95089682032784,31.32373625111552,0,0,0
122,1830,1300448,29.0625,0,0,24,59,0,30.76510777249473,30.76510777249473,31.32373625111552,0,0,0
